Y;u
0;0,00203565185814814
0,0000911549317188617;0,00203565185814814
0,000141529285462762;0,00203565185814814
0,000181665424371932;0,00203565185814814
0,000216035202362448;0,00203565185814814
0,000246526965639522;0,00203565185814814
0,000274164056106246;0,00203565185814814
0,000299579358264953;0,00203565185814814
0,000323198370298021;0,00203565185814814
0,000345324253197916;0,00203565185814814
0,000366182457596332;0,00203565185814814
0,000385946266774251;0,00203565185814814
0,000404752406945307;0,00203565185814814
0,000422711089899318;0,00203565185814814
0,000439912746830444;0,00203565185814814
0,00045643270025996;0,00203565185814814
0,000472334499587465;0,00203565185814814
0,000487672361343416;0,00203565185814814
0,000502492992412501;0,00203565185814814
0,000516836977460058;0,00203565185814814
0,000530739851899036;0,00203565185814814
0,000544232943624475;0,00203565185814814
0,000557344041836405;0,00203565185814814
0,000570097934605469;0,00203565185814814
0,000582516845444474;0,00203565185814814
0,000594620791214469;0,00203565185814814
0,000606427878071416;0,00203565185814814
0,000617954548112844;0,00203565185814814
0,000629215786429704;0,00203565185814814
0,000640225296083856;0,00203565185814814
0,000650995646896296;0,00203565185814814
0,0006615384026937;0,00203565185814814
0,000671864230714703;0,00203565185814814
0,000681982996147005;0,00203565185814814
0,000691903844197759;0,00203565185814814
0,000701635271653225;0,00203565185814814
0,000711185189530424;0,00203565185814814
0,000720560978141998;0,00203565185814814
0,000729769535669581;0,00203565185814814
0,000738817321158732;0,00203565185814814
0,000747710392700039;0,00203565185814814
0,000756454441440176;0,00203565185814814
0,000765054821967131;0,00203565185814814
0,00077351657953174;0,00203565185814814
0,000781844474499493;0,00203565185814814
0,000790043004369942;0,00203565185814814
0,000798116423653275;0,00203565185814814
0,00080606876185388;0,00203565185814814
0,000813903839776901;0,00203565185814814
0,000821625284345217;0,00203565185814814
0,000829236542089971;0,00203565185814814
0,000836740891457175;0,00203565185814814
0,000844141454054932;0,00203565185814814
0,000851441204950816;0,00203565185814814
0,000858642982115685;0,00203565185814814
0,000865749495098918;0,00203565185814814
0,000872763333010168;0,00203565185814814
0,000879686971874345;0,00203565185814814
0,000886522781418868;0,00203565185814814
0,000893273031345956;0,00203565185814814
0,000899939897136918;0,00203565185814814
0,000906525465430431;0,00203565185814814
0,000913031739012452;0,00203565185814814
0,000919460641451497;0,00203565185814814
0,000925814021409619;0,00203565185814814
0,000932093656656414;0,00203565185814814
0,000938301257810698;0,00203565185814814
0,000944438471832064;0,00203565185814814
0,000950506885282517;0,00203565185814814
0,000956508027376391;0,00203565185814814
0,000962443372835129;0,00203565185814814
0,000968314344561957;0,00203565185814814
0,00097412231615017;0,00203565185814814
0,000979868614237499;0,00203565185814814
0,000985554520717942;0,00203565185814814
0,000991181274821484;0,00203565185814814
0,000996750075071215;0,00203565185814814
0,00100226208112656;0,00203565185814814
0,00100771841552062;0,00203565185814814
0,00101312016529902;0,00203565185814814
0,00101846838356684;0,00203565185814814
0,00102376409095011;0,00203565185814814
0,00102900827697729;0,00203565185814814
0,00103420190138626;0,00203565185814814
0,00103934589536149;0,00203565185814814
0,00104444116270601;0,00203565185814814
0,00104948858095229;0,00203565185814814
0,00105448900241586;0,00203565185814814
0,00105944325519527;0,00203565185814814
0,00106435214412168;0,00203565185814814
0,00106921645166112;0,00203565185814814
0,00107403693877231;0,00203565185814814
0,0010788143457227;0,00203565185814814
0,00108354939286508;0,00203565185814814
0,00108824278137722;0,00203565185814814
0,00109289519396657;0,00203565185814814
0,00109750729554199;0,00203565185814814
0,00110207973385453;0,00203565185814814
0,00110661314010871;0,00203565185814814
0,00111110812954631;0,00203565185814814
0,00111556530200377;0,00203565185814814
0,00111998524244501;0,00203565185814814
0,00112436852147067;0,00203565185814814
0,00112871569580526;0,00203565185814814
0,00113302730876325;0,00203565185814814
0,00113730389069526;0,00203565185814814
0,00114154595941536;0,00203565185814814
0,00114575402061044;0,00203565185814814
0,00114992856823258;0,00203565185814814
0,00115407008487526;0,00203565185814814
